home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,month,day,Continent,MaximumTemp_Month,MinimumTemp_Month,HomeTeamRank,AwayTeamRank,MatchResult
China PR,Japan,2,1,Mundialito,Jesolo,Italy,TRUE,1986,July,26,Europe,29,23,15,11,1
Italy,USA,1,0,Mundialito,Jesolo,Italy,FALSE,1986,July,26,Europe,29,23,10,1,1
Northern Ireland,Republic of Ireland,0,1,UEFA Euro qualification,Northern Ireland,Northern Ireland,FALSE,1986,August,30,europe,17,11,77,31,0
Denmark,Norway,2,5,UEFA Euro qualification,Vejle,Denmark,FALSE,1986,September,10,Europe,17,14,8,3,0
Netherlands,Belgium,3,0,UEFA Euro qualification,Oosterhout,Netherlands,FALSE,1986,September,20,Europe,19,13,14,27,1
Republic of Ireland,Scotland,1,5,UEFA Euro qualification,Republic of Ireland,Republic of Ireland,FALSE,1986,September,28,Europe,16,11,31,21,0
Belgium,Sweden,1,2,UEFA Euro qualification,Aalst,Belgium,FALSE,1986,October,1,Europe,15,9,27,5,0
Germany,Denmark,2,0,UEFA Euro qualification,Bergisch Gladbach,Germany,FALSE,1986,October,4,Europe,14,7,2,8,1
Norway,Finland,2,0,UEFA Euro qualification,Oslo,Norway,FALSE,1986,October,4,Europe,10,4,3,16,1
Hungary,Switzerland,1,1,UEFA Euro qualification,Eger,Hungary,FALSE,1986,October,11,Europe,16,9,39,26,2
Italy,Spain,1,1,UEFA Euro qualification,Modena,Italy,FALSE,1986,October,11,Europe,22,16,10,20,2
Scotland,England,1,3,UEFA Euro qualification,Scotland,Scotland,FALSE,1986,October,12,europe,11,6,21,8,0
Netherlands,Sweden,2,0,UEFA Euro qualification,Hoogeveen,Netherlands,FALSE,1986,October,18,Europe,15,10,14,5,1
Switzerland,Italy,1,2,UEFA Euro qualification,Basel,Switzerland,FALSE,1986,November,1,Europe,9,2,26,10,0
China PR,Japan,2,0,AFC Championship,Hong Kong,Hong Kong,TRUE,1986,December,14,Asia,21,16,15,11,1
Hong Kong,Nepal,1,0,AFC Championship,Hong Kong,Hong Kong,FALSE,1986,December,14,Asia,21,16,64,103,1
Thailand,Indonesia,4,0,AFC Championship,Hong Kong,Hong Kong,TRUE,1986,December,15,Asia,21,16,41,68,1
China PR,Malaysia,10,0,AFC Championship,Hong Kong,Hong Kong,TRUE,1986,December,16,Asia,21,16,15,86,1
Thailand,Nepal,5,0,AFC Championship,Hong Kong,Hong Kong,TRUE,1986,December,17,Asia,21,16,41,103,1
Hong Kong,Indonesia,0,1,AFC Championship,Hong Kong,Hong Kong,FALSE,1986,December,17,Asia,21,16,64,68,0
Japan,Malaysia,10,0,AFC Championship,Hong Kong,Hong Kong,TRUE,1986,December,18,Asia,21,16,11,86,1
Indonesia,Nepal,6,0,AFC Championship,Hong Kong,Hong Kong,TRUE,1986,December,19,Asia,21,16,68,103,1
Hong Kong,Thailand,0,2,AFC Championship,Hong Kong,Hong Kong,FALSE,1986,December,19,Asia,21,16,64,41,0
China PR,Indonesia,9,0,AFC Championship,Hong Kong,Hong Kong,TRUE,1986,December,21,Asia,21,16,15,68,1
Thailand,Japan,0,4,AFC Championship,Hong Kong,Hong Kong,TRUE,1986,December,21,Asia,21,16,41,11,0
Thailand,Indonesia,3,1,AFC Championship,Hong Kong,Hong Kong,TRUE,1986,December,23,Asia,21,16,41,68,1
China PR,Japan,2,0,AFC Championship,Hong Kong,Hong Kong,TRUE,1986,December,23,Asia,21,16,15,11,1
Norway,Italy,2,0,UEFA Euro,Oslo,Norway,FALSE,1987,June,11,Europe,19,9,3,10,1
Sweden,England,3,2,UEFA Euro,Moss,Norway,TRUE,1987,June,11,Europe,19,9,5,8,1
Italy,England,2,1,UEFA Euro,Drammen,Norway,TRUE,1987,June,13,Europe,19,9,10,8,1
Norway,Sweden,2,1,UEFA Euro,Oslo,Norway,FALSE,1987,June,14,Europe,19,9,3,5,1
Finland,Norway,3,3,UEFA Euro qualification,Kerava,Finland,FALSE,1987,September,10,Europe,15,12,16,3,2
Sweden,Netherlands,0,0,UEFA Euro qualification,Linköping,Sweden,FALSE,1987,September,30,Europe,16,10,5,14,2
Norway,Denmark,0,1,UEFA Euro qualification,Oslo,Norway,FALSE,1987,October,7,Europe,10,4,3,8,0
Hungary,Germany,0,1,UEFA Euro qualification,Budapest,Hungary,FALSE,1987,October,7,Europe,16,9,39,2,0
Bulgaria,Spain,1,1,UEFA Euro qualification,Sofia,Bulgaria,FALSE,1987,October,11,Europe,17,7,48,20,2
Belgium,France,0,2,UEFA Euro qualification,Mouscron,Belgium,FALSE,1987,October,24,Europe,15,9,27,3,0
Finland,England,1,2,UEFA Euro qualification,Finland,Finland,FALSE,1987,October,25,Europe,9,6,16,8,0
Netherlands,Scotland,4,0,UEFA Euro qualification,Nuth,Netherlands,FALSE,1987,November,7,Europe,10,7,14,21,1
England,Denmark,2,1,UEFA Euro qualification,Blackburn,England,FALSE,1987,November,8,europe,11,6,8,8,1
Hungary,Switzerland,7,1,UEFA Euro qualification,Szolnok,Hungary,FALSE,1987,November,14,Europe,10,5,39,26,1
Germany,Italy,3,0,UEFA Euro qualification,Burghausen,Germany,FALSE,1987,November,15,Europe,8,4,2,10,1
France,Bulgaria,5,0,UEFA Euro qualification,Lucé,France,FALSE,1987,November,21,Europe,11,6,3,48,1
Republic of Ireland,Netherlands,0,1,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,1987,November,29,Europe,10,7,31,14,0
Spain,Belgium,1,0,UEFA Euro qualification,Aranjuez,Spain,FALSE,1987,December,19,Europe,12,4,20,27,1
Spain,France,1,3,UEFA Euro qualification,Palma del Río,Spain,FALSE,1988,March,6,Europe,16,6,20,3,0
Netherlands,Republic of Ireland,2,0,UEFA Euro qualification,Delft,Netherlands,FALSE,1988,March,12,Europe,10,4,14,31,1
Spain,Bulgaria,1,0,UEFA Euro qualification,Torrent,Spain,FALSE,1988,March,20,Europe,16,6,20,48,1
Italy,Germany,0,0,UEFA Euro qualification,Andria,Italy,FALSE,1988,April,2,Europe,18,12,10,2,2
Republic of Ireland,Scotland,2,1,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,1988,April,3,Europe,10,6,31,21,1
Bulgaria,Belgium,0,0,UEFA Euro qualification,Sofia,Bulgaria,FALSE,1988,April,9,Europe,15,4,48,27,2
France,Spain,0,0,UEFA Euro qualification,Castelsarrasin,France,FALSE,1988,April,24,Europe,16,7,3,20,2
Italy,Hungary,5,1,UEFA Euro qualification,San Benedetto del Tronto,Italy,FALSE,1988,April,30,Europe,18,12,10,39,1
Republic of Ireland,Sweden,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,1988,May,7,Europe,13,8,31,5,2
Denmark,England,2,0,UEFA Euro qualification,Herning,Denmark,FALSE,1988,May,8,Europe,13,9,8,8,1
Germany,Switzerland,0,0,UEFA Euro qualification,Pforzheim,Germany,FALSE,1988,May,14,Europe,19,9,2,26,2
France,Belgium,0,0,UEFA Euro qualification,Loison-sous-Lens,France,FALSE,1988,May,22,Europe,19,10,3,27,2
Norway,Finland,0,2,UEFA Euro qualification,Nesbyen,Norway,FALSE,1988,May,26,Europe,15,5,3,16,0
Denmark,Finland,3,1,UEFA Euro qualification,Copenhagen,Denmark,FALSE,1988,May,28,Europe,13,9,8,16,1
Switzerland,Hungary,3,0,UEFA Euro qualification,Zürich,Switzerland,FALSE,1988,June,11,Europe,23,11,26,39,1
Italy,Switzerland,5,0,UEFA Euro qualification,Levanto,Italy,FALSE,1988,June,18,Europe,26,19,10,26,1
Italy,Germany,1,0,Mundialito,Trento,Italy,FALSE,1988,July,20,Europe,29,23,10,2,1
USA,Germany,2,1,Mundialito,Trento,Italy,TRUE,1988,July,22,Europe,29,23,1,2,1
France,England,1,1,Mundialito,Trento,Italy,TRUE,1988,July,22,Europe,29,23,3,8,2
Italy,USA,2,1,Mundialito,Trento,Italy,FALSE,1988,July,24,Europe,29,23,10,1,1
Italy,France,3,0,Mundialito,Trento,Italy,FALSE,1988,July,26,Europe,29,23,10,3,1
England,USA,2,0,Mundialito,Trento,Italy,TRUE,1988,July,27,Europe,29,23,8,1,1
USA,France,1,0,Mundialito,Trento,Italy,TRUE,1988,July,29,Europe,29,23,1,3,1
Italy,England,1,2,Mundialito,Trento,Italy,FALSE,1988,July,30,Europe,29,23,10,8,0
Norway,England,2,0,UEFA Euro qualification,Klepp,Norway,FALSE,1988,August,21,Europe,20,11,3,8,1
Finland,Denmark,1,2,UEFA Euro qualification,Vantaa,Finland,FALSE,1988,August,24,Europe,19,15,16,8,0
England,Finland,1,1,UEFA Euro qualification,England,England,FALSE,1988,September,4,europe,19,12,8,16,2
Denmark,Norway,3,2,UEFA Euro qualification,Aalborg,Denmark,FALSE,1988,September,4,Europe,17,14,8,3,1
Switzerland,Germany,0,10,UEFA Euro qualification,Binningen,Switzerland,FALSE,1988,September,17,Europe,21,9,26,2,0
England,Norway,1,3,UEFA Euro qualification,Blackburn,England,FALSE,1988,September,18,europe,19,12,8,3,0
Sweden,Republic of Ireland,4,0,UEFA Euro qualification,Mariestad,Sweden,FALSE,1988,September,18,Europe,16,10,5,31,1
Netherlands,Sweden,1,0,UEFA Euro qualification,Valkenswaard,Netherlands,FALSE,1988,October,1,Europe,15,10,14,5,1
Belgium,Bulgaria,5,0,UEFA Euro qualification,Tienen,Belgium,FALSE,1988,October,1,Europe,15,9,27,48,1
Hungary,Italy,0,0,UEFA Euro qualification,Baja,Hungary,FALSE,1988,October,8,Europe,16,9,39,10,2
Denmark,Sweden,1,5,UEFA Euro qualification,Odense,Denmark,FALSE,1988,October,15,Europe,12,10,8,5,0
Norway,Netherlands,2,1,UEFA Euro qualification,Horten,Norway,FALSE,1988,October,22,Europe,10,4,3,14,1
Sweden,Denmark,1,1,UEFA Euro qualification,Borås,Sweden,FALSE,1988,October,26,Europe,10,6,5,8,2
Belgium,Spain,1,0,UEFA Euro qualification,Antwerp,Belgium,FALSE,1988,October,29,Europe,15,9,27,20,1
Switzerland,Italy,0,6,UEFA Euro qualification,Caslano,Switzerland,FALSE,1988,October,30,Europe,15,5,26,10,0
Germany,Hungary,4,0,UEFA Euro qualification,Passau,Germany,FALSE,1988,October,30,Europe,14,7,2,39,1
Netherlands,Norway,0,3,UEFA Euro qualification,Rijsoord,Netherlands,FALSE,1988,November,5,Europe,10,7,14,3,0
Bulgaria,France,0,2,UEFA Euro qualification,Sofia,Bulgaria,FALSE,1988,November,6,Europe,12,4,48,3,0
Italy,France,2,0,UEFA Euro qualification,Reggio Emilia,Italy,FALSE,1988,November,27,Europe,18,13,10,3,1
France,Italy,1,2,UEFA Euro qualification,Vallauris,France,FALSE,1988,December,11,Europe,8,4,3,10,0
Australia,New Zealand,0,2,OFC Championship,Brisbane,Australia,FALSE,1989,March,26,Oceania,26,18,15,23,0
Taiwan,Papua New Guinea,6,1,OFC Championship,Brisbane,Australia,TRUE,1989,March,27,Oceania,26,18,40,49,1
New Zealand,Taiwan,1,0,OFC Championship,Brisbane,Australia,TRUE,1989,March,28,Oceania,26,18,23,40,1
Australia,Papua New Guinea,6,0,OFC Championship,Brisbane,Australia,FALSE,1989,March,28,Oceania,26,18,15,49,1
New Zealand,Papua New Guinea,5,0,OFC Championship,Brisbane,Australia,TRUE,1989,March,30,Oceania,26,18,23,49,1
Australia,Taiwan,1,4,OFC Championship,Brisbane,Australia,FALSE,1989,March,31,Oceania,26,18,15,40,0
Taiwan,New Zealand,1,0,OFC Championship,Brisbane,Australia,TRUE,1989,April,1,Oceania,23,15,40,23,1
Germany,Italy,1,1,UEFA Euro,Siegen,Germany,FALSE,1989,June,28,Europe,23,13,2,10,2
Sweden,Norway,1,2,UEFA Euro,Lüdenscheid,Germany,TRUE,1989,June,28,Europe,23,13,5,3,0
Sweden,Italy,2,1,UEFA Euro,Osnabrück,Germany,TRUE,1989,June,30,Europe,23,13,5,10,1
Germany,Norway,4,1,UEFA Euro,Osnabrück,Germany,FALSE,1989,July,2,Europe,25,15,2,3,1
Finland,Norway,0,1,UEFA Euro qualification,Varkaus,Finland,FALSE,1989,September,9,Europe,15,12,16,3,0
England,Finland,0,0,UEFA Euro qualification,Brentford,England,FALSE,1989,October,1,europe,15,10,8,16,2
Germany,Hungary,0,0,UEFA Euro qualification,Straubing,Germany,FALSE,1989,October,1,Europe,14,7,2,39,2
Switzerland,Denmark,0,4,UEFA Euro qualification,Bern,Switzerland,FALSE,1989,October,14,Europe,15,5,26,8,0
Poland,France,1,3,UEFA Euro qualification,Knurów,Poland,FALSE,1989,October,15,Europe,13,6,31,3,0
Norway,Belgium,4,0,UEFA Euro qualification,Kongsvinger,Norway,FALSE,1989,October,15,Europe,10,4,3,27,1
Sweden,Poland,4,1,UEFA Euro qualification,Helsingborg,Sweden,FALSE,1989,October,22,Europe,10,6,5,31,1
Bulgaria,Hungary,0,3,UEFA Euro qualification,Bulgaria,Bulgaria,FALSE,1989,October,28,Europe,17,7,48,39,0
Spain,Switzerland,0,0,UEFA Euro qualification,Benicàssim,Spain,FALSE,1989,November,4,Europe,15,7,20,26,2
Netherlands,Republic of Ireland,2,0,UEFA Euro qualification,Koog aan de Zaan,Netherlands,FALSE,1989,November,18,Europe,10,7,14,31,1
Spain,Denmark,1,3,UEFA Euro qualification,Antequera,Spain,FALSE,1989,November,25,Europe,15,7,20,8,0
Italy,Switzerland,4,1,UEFA Euro qualification,Reggio Emilia,Italy,FALSE,1989,December,2,Europe,14,9,10,26,1
Northern Ireland,Republic of Ireland,1,2,UEFA Euro qualification,Bangor,Northern Ireland,FALSE,1989,December,9,europe,7,4,77,31,0
China PR,Taiwan,1,0,AFC Championship,Hong Kong,Hong Kong,TRUE,1989,December,18,Asia,21,16,15,40,1
Hong Kong,Nepal,3,0,AFC Championship,Hong Kong,Hong Kong,FALSE,1989,December,18,Asia,21,16,64,103,1
Japan,Indonesia,11,0,AFC Championship,Hong Kong,Hong Kong,TRUE,1989,December,19,Asia,21,16,11,68,1
China PR,Korea DPR,4,1,AFC Championship,Hong Kong,Hong Kong,TRUE,1989,December,21,Asia,21,16,15,10,1
Taiwan,Thailand,5,0,AFC Championship,Hong Kong,Hong Kong,TRUE,1989,December,21,Asia,21,16,40,41,1
Indonesia,Nepal,8,0,AFC Championship,Hong Kong,Hong Kong,TRUE,1989,December,22,Asia,21,16,68,103,1
Hong Kong,Japan,0,3,AFC Championship,Hong Kong,Hong Kong,FALSE,1989,December,22,Asia,21,16,64,11,0
China PR,Thailand,3,1,AFC Championship,Hong Kong,Hong Kong,TRUE,1989,December,23,Asia,21,16,15,41,1
Taiwan,Korea DPR,3,1,AFC Championship,Hong Kong,Hong Kong,TRUE,1989,December,23,Asia,21,16,40,10,1
Korea DPR,Thailand,4,0,AFC Championship,Hong Kong,Hong Kong,TRUE,1989,December,24,Asia,21,16,10,41,1
Japan,Nepal,14,0,AFC Championship,Hong Kong,Hong Kong,TRUE,1989,December,24,Asia,21,16,11,103,1
Hong Kong,Indonesia,0,0,AFC Championship,Hong Kong,Hong Kong,FALSE,1989,December,24,Asia,21,16,64,68,2
Hong Kong,China PR,0,7,AFC Championship,Hong Kong,Hong Kong,FALSE,1989,December,26,Asia,21,16,64,15,0
Japan,Taiwan,0,1,AFC Championship,Hong Kong,Hong Kong,TRUE,1989,December,26,Asia,21,16,11,40,0
Hong Kong,Japan,0,9,AFC Championship,Hong Kong,Hong Kong,FALSE,1989,December,29,Asia,21,16,64,11,0
China PR,Taiwan,1,0,AFC Championship,Hong Kong,Hong Kong,TRUE,1989,December,29,Asia,21,16,15,40,1
Italy,Spain,3,1,UEFA Euro qualification,Portici,Italy,FALSE,1990,February,10,Europe,13,8,10,20,1
Belgium,England,0,3,UEFA Euro qualification,Ypres,Belgium,FALSE,1990,March,17,Europe,11,4,27,8,0
Northern Ireland,Netherlands,0,6,UEFA Euro qualification,Belfast,Northern Ireland,FALSE,1990,March,19,europe,9,3,77,14,0
England,Belgium,1,0,UEFA Euro qualification,Sheffield,England,FALSE,1990,April,7,europe,14,6,8,27,1
Switzerland,Italy,0,4,UEFA Euro qualification,Lugano,Switzerland,FALSE,1990,April,7,Europe,16,4,26,10,0
Bulgaria,Germany,1,4,UEFA Euro qualification,Sofia,Bulgaria,FALSE,1990,April,11,Europe,15,4,48,2,0
Denmark,Italy,1,0,UEFA Euro qualification,Vejle,Denmark,FALSE,1990,April,28,Europe,9,5,8,10,1
Republic of Ireland,Netherlands,0,0,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,1990,April,29,Europe,10,6,31,14,2
Switzerland,Spain,2,1,UEFA Euro qualification,Binningen,Switzerland,FALSE,1990,May,2,Europe,19,7,26,20,1
Finland,Belgium,3,0,UEFA Euro qualification,Espoo,Finland,FALSE,1990,May,12,Europe,11,7,16,27,1
France,Sweden,0,2,UEFA Euro qualification,Melun,France,FALSE,1990,May,13,Europe,19,10,3,5,0
Denmark,Switzerland,4,0,UEFA Euro qualification,Vejle,Denmark,FALSE,1990,May,23,Europe,13,9,8,26,1
Norway,England,2,0,UEFA Euro qualification,Klepp,Norway,FALSE,1990,May,27,Europe,15,5,3,8,1
Hungary,Bulgaria,2,0,UEFA Euro qualification,Hungary,Hungary,FALSE,1990,June,9,Europe,26,16,39,48,1
Poland,Sweden,0,2,UEFA Euro qualification,Gorzów,Poland,FALSE,1990,June,10,Europe,24,13,31,5,0
Norway,Finland,4,0,UEFA Euro qualification,Porsgrunn,Norway,FALSE,1990,June,13,Europe,19,9,3,16,1
Denmark,Spain,5,0,UEFA Euro qualification,Vejle,Denmark,FALSE,1990,June,13,Europe,18,13,8,20,1
England,Norway,0,0,UEFA Euro qualification,Manchester,England,FALSE,1990,September,2,europe,19,12,8,3,2
Netherlands,Northern Ireland,9,0,UEFA Euro qualification,Kaatsheuvel,Netherlands,FALSE,1990,September,22,Europe,19,13,14,77,1
Germany,Bulgaria,4,0,UEFA Euro qualification,Düsseldorf,Germany,FALSE,1990,September,26,Europe,20,12,2,48,1
Belgium,Norway,0,1,UEFA Euro qualification,Kapellen,Belgium,FALSE,1990,September,27,Europe,20,12,27,3,0
France,Poland,2,0,UEFA Euro qualification,Metz,France,FALSE,1990,September,29,Europe,22,13,3,31,1
Finland,England,0,0,UEFA Euro qualification,Tampere,Finland,FALSE,1990,September,29,Europe,15,12,16,8,2
Italy,Denmark,1,1,UEFA Euro qualification,Oristano,Italy,FALSE,1990,October,6,Europe,22,16,10,8,2
Republic of Ireland,Northern Ireland,4,0,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,1990,October,7,Europe,13,10,31,77,1
Belgium,Finland,1,0,UEFA Euro qualification,Brussels,Belgium,FALSE,1990,October,13,Europe,15,9,27,16,1
Sweden,France,4,1,UEFA Euro qualification,Mariestad,Sweden,FALSE,1990,October,14,Europe,10,6,5,3,1
Hungary,Germany,0,4,UEFA Euro qualification,Sopron,Hungary,FALSE,1990,October,14,Europe,16,9,39,2,0
Spain,Italy,0,0,UEFA Euro qualification,Cartagena,Spain,FALSE,1990,October,21,Europe,23,13,20,10,2
Norway,Hungary,2,1,UEFA Euro qualification,Kristiansand,Norway,FALSE,1990,November,14,Europe,4,0,3,39,1
Sweden,Italy,1,1,UEFA Euro qualification,Malmö,Sweden,FALSE,1990,November,18,Europe,6,3,5,10,2
Denmark,Netherlands,0,0,UEFA Euro qualification,Vejle,Denmark,FALSE,1990,November,24,Europe,8,6,8,14,2
England,Germany,1,4,UEFA Euro qualification,Wycombe,England,FALSE,1990,November,25,europe,11,6,8,2,0
Hungary,Norway,0,2,UEFA Euro qualification,Budapest,Hungary,FALSE,1990,November,25,Europe,10,5,39,3,0
Italy,Sweden,0,0,UEFA Euro qualification,Castellammare di Stabia,Italy,FALSE,1990,December,8,Europe,14,9,10,5,2
Netherlands,Denmark,0,1,UEFA Euro qualification,Denekamp,Netherlands,FALSE,1990,December,8,Europe,7,5,14,8,0
Germany,England,2,0,UEFA Euro qualification,Bochum,Germany,FALSE,1990,December,16,Europe,4,0,2,8,1
Nigeria,Ghana,5,1,African Championship,Lagos,Nigeria,FALSE,1991,February,16,Africa,33,27,24,50,1
Ghana,Nigeria,1,2,African Championship,Accra,Ghana,FALSE,1991,March,3,Africa,31,27,50,24,0
Canada,Costa Rica,6,0,CONCACAF Championship,Port-au-Prince,Haiti,TRUE,1991,April,16,North America,31,18,11,40,1
Haiti,Jamaica,1,0,CONCACAF Championship,Port-au-Prince,Haiti,FALSE,1991,April,17,North America,31,18,57,51,1
USA,Mexico,12,0,CONCACAF Championship,Port-au-Prince,Haiti,TRUE,1991,April,18,North America,31,18,1,22,1
Martinique,Trinidad and Tobago,1,1,CONCACAF Championship,Port-au-Prince,Haiti,TRUE,1991,April,18,North America,31,18,189,48,2
Canada,Jamaica,9,0,CONCACAF Championship,Port-au-Prince,Haiti,TRUE,1991,April,19,North America,31,18,11,51,1
Haiti,Costa Rica,4,0,CONCACAF Championship,Port-au-Prince,Haiti,FALSE,1991,April,19,North America,31,18,57,40,1
Trinidad and Tobago,Mexico,3,1,CONCACAF Championship,Port-au-Prince,Haiti,TRUE,1991,April,20,North America,31,18,48,22,1
USA,Martinique,12,0,CONCACAF Championship,Port-au-Prince,Haiti,TRUE,1991,April,20,North America,31,18,1,189,1
Jamaica,Costa Rica,1,2,CONCACAF Championship,Port-au-Prince,Haiti,TRUE,1991,April,21,North America,31,18,51,40,0
Haiti,Canada,0,2,CONCACAF Championship,Port-au-Prince,Haiti,FALSE,1991,April,21,North America,31,18,57,11,0
Martinique,Mexico,1,8,CONCACAF Championship,Port-au-Prince,Haiti,TRUE,1991,April,22,North America,31,18,189,22,0
USA,Trinidad and Tobago,10,0,CONCACAF Championship,Port-au-Prince,Haiti,TRUE,1991,April,22,North America,31,18,1,48,1
Canada,Trinidad and Tobago,6,0,CONCACAF Championship,Port-au-Prince,Haiti,TRUE,1991,April,24,North America,31,18,11,48,1
Haiti,USA,0,10,CONCACAF Championship,Port-au-Prince,Haiti,FALSE,1991,April,25,North America,31,18,57,1,0
Haiti,Trinidad and Tobago,2,4,CONCACAF Championship,Port-au-Prince,Haiti,FALSE,1991,April,27,North America,31,18,57,48,0
Brazil,Chile,6,1,Copa América,Maringá,Brazil,FALSE,1991,April,28,South America,24,17,4,51,1
Canada,USA,0,5,CONCACAF Championship,Port-au-Prince,Haiti,TRUE,1991,April,28,North America,31,18,11,1,0
Chile,Venezuela,1,0,Copa América,Maringá,Brazil,TRUE,1991,May,1,South America,22,15,51,74,1
Nigeria,Guinea,3,0,African Championship,Lagos,Nigeria,FALSE,1991,May,4,Africa,32,27,24,107,1
Brazil,Venezuela,6,11,Copa América,Maringá,Brazil,FALSE,1991,May,5,South America,22,15,4,74,0
Guinea,Nigeria,0,4,African Championship,Conakry,Guinea,FALSE,1991,May,19,Africa,30,26,107,24,0
New Zealand,Papua New Guinea,16,0,OFC Championship,Sydney,Australia,TRUE,1991,May,19,Oceania,20,12,23,49,1
Australia,New Zealand,0,1,OFC Championship,Sydney,Australia,FALSE,1991,May,20,Oceania,20,12,15,23,0
Australia,Papua New Guinea,12,0,OFC Championship,Sydney,Australia,FALSE,1991,May,21,Oceania,20,12,15,49,1
Papua New Guinea,New Zealand,0,11,OFC Championship,Sydney,Australia,TRUE,1991,May,23,Oceania,20,12,49,23,0
Australia,New Zealand,1,0,OFC Championship,Sydney,Australia,FALSE,1991,May,24,Oceania,20,12,15,23,1
Australia,Papua New Guinea,8,0,OFC Championship,Sydney,Australia,FALSE,1991,May,25,Oceania,20,12,15,49,1
Hong Kong,Singapore,2,0,AFC Championship,Fukuoka,Japan,TRUE,1991,May,26,Asia,23,16,64,92,1
Japan,Korea DPR,1,0,AFC Championship,Fukuoka,Japan,FALSE,1991,May,26,Asia,23,16,11,10,1
Japan,Hong Kong,4,1,AFC Championship,Fukuoka,Japan,FALSE,1991,May,28,Asia,23,16,11,64,1
Korea DPR,Malaysia,12,0,AFC Championship,Fukuoka,Japan,TRUE,1991,May,28,Asia,23,16,10,86,1
China PR,Taiwan,3,0,AFC Championship,Fukuoka,Japan,TRUE,1991,May,29,Asia,23,16,15,40,1
Thailand,Korea Republic,3,0,AFC Championship,Fukuoka,Japan,TRUE,1991,May,29,Asia,23,16,41,18,1
Korea DPR,Hong Kong,5,0,AFC Championship,Fukuoka,Japan,TRUE,1991,May,30,Asia,23,16,10,64,1
Malaysia,Singapore,1,0,AFC Championship,Fukuoka,Japan,TRUE,1991,May,30,Asia,23,16,86,92,1
Taiwan,Korea Republic,9,0,AFC Championship,Fukuoka,Japan,TRUE,1991,May,31,Asia,23,16,40,18,1
China PR,Thailand,10,1,AFC Championship,Fukuoka,Japan,TRUE,1991,May,31,Asia,23,16,15,41,1
Korea DPR,Singapore,8,0,AFC Championship,Fukuoka,Japan,TRUE,1991,June,1,Asia,25,19,10,92,1
Japan,Malaysia,12,0,AFC Championship,Fukuoka,Japan,FALSE,1991,June,1,Asia,25,19,11,86,1
Taiwan,Thailand,0,0,AFC Championship,Fukuoka,Japan,TRUE,1991,June,2,Asia,25,19,40,41,2
China PR,Korea Republic,10,0,AFC Championship,Fukuoka,Japan,TRUE,1991,June,2,Asia,25,19,15,18,1
Japan,Singapore,10,0,AFC Championship,Fukuoka,Japan,FALSE,1991,June,3,Asia,25,19,11,92,1
Hong Kong,Malaysia,0,0,AFC Championship,Fukuoka,Japan,TRUE,1991,June,3,Asia,25,19,64,86,2
China PR,Korea DPR,1,0,AFC Championship,Fukuoka,Japan,TRUE,1991,June,6,Asia,25,19,15,10,1
Japan,Taiwan,0,0,AFC Championship,Fukuoka,Japan,FALSE,1991,June,6,Asia,25,19,11,40,2
Taiwan,Korea DPR,0,0,AFC Championship,Fukuoka,Japan,TRUE,1991,June,8,Asia,25,19,40,10,2
Japan,China PR,0,5,AFC Championship,Fukuoka,Japan,FALSE,1991,June,8,Asia,25,19,11,15,0
Nigeria,Cameroon,2,0,African Championship,Lagos,Nigeria,FALSE,1991,June,15,Africa,30,26,24,47,1
Cameroon,Nigeria,0,4,African Championship,Yaoundé,Cameroon,FALSE,1991,June,30,Africa,29,24,47,24,0
Denmark,Norway,0,0,UEFA Euro,Hjørring,Denmark,FALSE,1991,July,10,Europe,20,15,8,3,2
Germany,Italy,3,0,UEFA Euro,Frederikshavn,Denmark,TRUE,1991,July,11,Europe,20,15,2,10,1
